video_id,channel_name,publishedAt,title,company,confidence,sentiment
RfHcqSqrsUs,Invest with Henry,2024-12-21T16:58:24Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #SPY #TSLA #PLTR #NVDA #AMD,Nvidia,1.0,1.0
RfHcqSqrsUs,Invest with Henry,2024-12-21T16:58:24Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #SPY #TSLA #PLTR #NVDA #AMD,AMD,1.0,1.0
RfHcqSqrsUs,Invest with Henry,2024-12-21T16:58:24Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #SPY #TSLA #PLTR #NVDA #AMD,Robin Hood,0.9,0.7
RfHcqSqrsUs,Invest with Henry,2024-12-21T16:58:24Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #SPY #TSLA #PLTR #NVDA #AMD,Amazon,0.9,0.7
RfHcqSqrsUs,Invest with Henry,2024-12-21T16:58:24Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #SPY #TSLA #PLTR #NVDA #AMD,Goldman Sachs,0.9,-0.7
RfHcqSqrsUs,Invest with Henry,2024-12-21T16:58:24Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #SPY #TSLA #PLTR #NVDA #AMD,NASDAQ,0.9,0.7
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",AMD,1.0,1.0
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",Nvidia,1.0,1.0
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",Palantir,1.0,0.8
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",Tesla,1.0,0.8
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",Morgan Stanley,1.0,0.0
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",Broadcom,0.9,0.0
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",Marvell,0.9,0.0
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",Adobe,1.0,-1.0
hRn5OZWKlso,Invest with Henry,2024-12-20T14:45:03Z,"These 2 Stocks Are About to EXPLODE, Says Tom Lee",Meta,1.0,-0.7
XpWMjvWVz_U,Invest with Henry,2024-12-18T21:50:46Z,Why I'm Buying Nvidia Stock (NVDA) NOW - Analysts Are WRONG,Nvidia,0.95,0.9
XpWMjvWVz_U,Invest with Henry,2024-12-18T21:50:46Z,Why I'm Buying Nvidia Stock (NVDA) NOW - Analysts Are WRONG,Broadcom,0.9,0.7
XpWMjvWVz_U,Invest with Henry,2024-12-18T21:50:46Z,Why I'm Buying Nvidia Stock (NVDA) NOW - Analysts Are WRONG,Marvell Technology,0.9,0.7
XpWMjvWVz_U,Invest with Henry,2024-12-18T21:50:46Z,Why I'm Buying Nvidia Stock (NVDA) NOW - Analysts Are WRONG,Key Bank Capital Markets,0.85,0.0
XpWMjvWVz_U,Invest with Henry,2024-12-18T21:50:46Z,Why I'm Buying Nvidia Stock (NVDA) NOW - Analysts Are WRONG,Tesla,0.9,0.8
XpWMjvWVz_U,Invest with Henry,2024-12-18T21:50:46Z,Why I'm Buying Nvidia Stock (NVDA) NOW - Analysts Are WRONG,AMD,0.9,-0.7
XpWMjvWVz_U,Invest with Henry,2024-12-18T21:50:46Z,Why I'm Buying Nvidia Stock (NVDA) NOW - Analysts Are WRONG,Intel,0.9,-0.8
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Tesla,0.95,0.9
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,AMD,1.0,0.95
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Intel,0.9,-0.7
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Nvidia,0.95,0.2
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Bank of America,0.9,0.0
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Amazon,0.95,0.0
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Microsoft,0.95,0.0
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Alphabet,0.95,0.0
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Airbnb,0.9,0.5
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Goldman Sachs,0.9,0.0
bbuEFmIDxp8,Invest with Henry,2024-12-16T18:19:56Z,$500 Into This Stock Will Surpass Your Full Time Job,Palantir,0.9,0.8
gMSr_XFQrwU,Invest with Henry,2024-12-15T15:30:19Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #AMD,Sofi,1.0,1.0
gMSr_XFQrwU,Invest with Henry,2024-12-15T15:30:19Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #AMD,Tesla,1.0,1.0
gMSr_XFQrwU,Invest with Henry,2024-12-15T15:30:19Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #AMD,Palantir,1.0,1.0
gMSr_XFQrwU,Invest with Henry,2024-12-15T15:30:19Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #AMD,Nvidia,1.0,0.8
gMSr_XFQrwU,Invest with Henry,2024-12-15T15:30:19Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #AMD,SPY,1.0,0.9
gMSr_XFQrwU,Invest with Henry,2024-12-15T15:30:19Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #AMD,AMD,1.0,1.0
gMSr_XFQrwU,Invest with Henry,2024-12-15T15:30:19Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #AMD,Goldman Sachs,1.0,-0.2
gMSr_XFQrwU,Invest with Henry,2024-12-15T15:30:19Z,URGENT: WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #AMD,Cava,0.9,0.0
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,Tesla,1.0,1.0
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,Newberger Burman,0.9,0.0
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,GM,0.9,-0.3
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,Waymo,0.9,0.7
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,Uber,0.9,0.5
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,HP,0.8,0.2
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,Canon,0.8,0.2
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,McDonald's,0.8,0.0
p3gMXWKtP-M,Invest with Henry,2024-12-14T15:30:22Z,If You Hold TESLA STOCK (TSLA) ... GET READY,Apple,0.8,0.0
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Morgan Stanley,0.9,0.0
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,S&P,0.8,0.8
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Palantir,1.0,1.0
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Tesla,0.9,0.2
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,AMD,1.0,0.9
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Google,1.0,1.0
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Nvidia,0.9,0.6
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Intel,0.9,-0.5
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Microsoft,0.9,0.8
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Sony,0.9,0.5
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Target,0.9,0.9
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Walmart,0.9,0.9
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Chipotle,0.9,0.5
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Starbucks,0.9,-0.5
EKVJnJC9lzw,Invest with Henry,2024-12-13T14:30:07Z,Top 3 Stocks I'm Buying to Make MILLIONS in 2025,Sofi,0.9,0.6
QP6Rq5Gg270,Invest with Henry,2024-12-09T22:07:37Z,Top 3 Options Strategies to Make $10K/MONTH FAST,,,
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Sofi,1.0,0.9
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Tesla,1.0,0.9
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Palantir,1.0,0.9
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Nvidia,1.0,0.8
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,SPY,1.0,0.8
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,SMCI,1.0,-0.9
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Amazon,0.9,0.2
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Robinhood,0.8,0.0
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Goldman Sachs,0.9,0.0
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,BlackRock,0.9,0.2
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Apple,1.0,0.1
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Meta,0.9,0.0
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,Snowflake,0.8,0.0
Qy1Uzkk4q0M,Invest with Henry,2024-12-08T14:15:01Z,WATCH BEFORE MONDAY 930am! #SOFI #TSLA #PLTR #NVDA #SPY #SMCI,MicroStrategy,1.0,-0.9
eVifPL2xAPM,Invest with Henry,2024-12-07T16:00:36Z,"I JUST Invested $1.5 MILLION in Tesla Stock (TSLA), Here's Why",Tesla,1.0,1.0
eVifPL2xAPM,Invest with Henry,2024-12-07T16:00:36Z,"I JUST Invested $1.5 MILLION in Tesla Stock (TSLA), Here's Why",Bank of America,1.0,0.8
eVifPL2xAPM,Invest with Henry,2024-12-07T16:00:36Z,"I JUST Invested $1.5 MILLION in Tesla Stock (TSLA), Here's Why",Roth Capital,0.9,0.7
eVifPL2xAPM,Invest with Henry,2024-12-07T16:00:36Z,"I JUST Invested $1.5 MILLION in Tesla Stock (TSLA), Here's Why",Toyota,1.0,-0.7
eVifPL2xAPM,Invest with Henry,2024-12-07T16:00:36Z,"I JUST Invested $1.5 MILLION in Tesla Stock (TSLA), Here's Why",Palantir,0.9,0.9
eVifPL2xAPM,Invest with Henry,2024-12-07T16:00:36Z,"I JUST Invested $1.5 MILLION in Tesla Stock (TSLA), Here's Why",Nvidia,1.0,0.9
eVifPL2xAPM,Invest with Henry,2024-12-07T16:00:36Z,"I JUST Invested $1.5 MILLION in Tesla Stock (TSLA), Here's Why",Goldman Sachs,1.0,0.0
Is662tG7DzE,Invest with Henry,2024-12-05T14:30:08Z,Palantir Stock (PLTR) Unusual Options Opportunity (DO THIS NOW),Palantir,1.0,1.0
Is662tG7DzE,Invest with Henry,2024-12-05T14:30:08Z,Palantir Stock (PLTR) Unusual Options Opportunity (DO THIS NOW),Citadel Advisors,0.9,-0.3
Is662tG7DzE,Invest with Henry,2024-12-05T14:30:08Z,Palantir Stock (PLTR) Unusual Options Opportunity (DO THIS NOW),DE Shaw,0.9,-0.3
Is662tG7DzE,Invest with Henry,2024-12-05T14:30:08Z,Palantir Stock (PLTR) Unusual Options Opportunity (DO THIS NOW),Goldman Sachs,0.9,0.0
Is662tG7DzE,Invest with Henry,2024-12-05T14:30:08Z,Palantir Stock (PLTR) Unusual Options Opportunity (DO THIS NOW),Tesla,1.0,0.0
Ni7UeFTIDfQ,Invest with Henry,2024-12-02T16:20:26Z,"I Bought $1 Million of Tesla Stock (TSLA), Here’s Why",Tesla,1.0,1.0
Ni7UeFTIDfQ,Invest with Henry,2024-12-02T16:20:26Z,"I Bought $1 Million of Tesla Stock (TSLA), Here’s Why",Apple,0.9,0.2
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Sofi,0.95,0.9
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Palantir Technologies,0.95,0.9
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Tesla,0.95,0.9
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Nvidia,0.95,0.9
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,SPDR S&P 500 ETF Trust,0.95,0.8
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,"Super Micro Computer, Inc.",0.95,-0.9
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,PayPal,0.9,0.2
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,American Airlines,0.9,0.2
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Goldman Sachs,0.95,-0.5
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Chime,0.9,0.0
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Ally,0.9,0.0
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Bank of America,0.95,-0.2
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Robinhood,0.9,0.7
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,TD Ameritrade,0.9,0.0
A3Mq7iq_jpk,Invest with Henry,2024-11-30T22:30:06Z,WATCH BEFORE MONDAY 930am! #SOFI #PLTR #TSLA #NVDA #SPY #SMCI,Charles Schwab,0.9,0.0
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",SPY,1.0,0.7
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Nvidia,1.0,0.9
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Palantir,1.0,0.9
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Meta,1.0,0.8
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Netflix,1.0,0.5
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Apple,1.0,0.9
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Microsoft,1.0,0.8
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Amazon,1.0,0.8
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Chipotle,1.0,0.7
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Tesla,1.0,1.0
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",MicroStrategy,1.0,-0.8
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",SMCI,1.0,-0.8
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Kraft Heinz,0.9,0.5
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",American Airlines,1.0,0.5
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",JPMorgan,1.0,0.5
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",Bank of America,1.0,0.5
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",XLK,1.0,0.7
BdAalfGEON8,Invest with Henry,2024-11-29T20:30:00Z,"RETIRE EARLY ON JUST $212,000 With The Wheel Strategy on THESE Stocks",XLY,1.0,0.7
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Snowflake,0.95,0.9
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Nvidia,0.98,0.95
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Palantir,0.9,0.8
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Meta,0.95,0.85
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Apple,0.98,0.9
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Sofi,0.95,0.7
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Elastic,0.95,0.9
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),MongoDB,0.9,0.8
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Goldman Sachs,0.9,0.0
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),Target,0.95,0.9
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),GameStop,0.9,0.0
45292DvRbvw,Invest with Henry,2024-11-28T14:30:01Z,Top 4 Options I'm Buying NOW (10% in December 2024),MicroStrategy,0.8,-0.5
DdK02X_6890,Invest with Henry,2024-11-27T15:00:11Z,Maximize Profits on Tesla Stock (TSLA) WITHOUT Buying More Shares!,Tesla,1.0,1.0
DdK02X_6890,Invest with Henry,2024-11-27T15:00:11Z,Maximize Profits on Tesla Stock (TSLA) WITHOUT Buying More Shares!,GM,0.9,-0.2
DdK02X_6890,Invest with Henry,2024-11-27T15:00:11Z,Maximize Profits on Tesla Stock (TSLA) WITHOUT Buying More Shares!,RBC Capital Markets,0.9,0.0
DdK02X_6890,Invest with Henry,2024-11-27T15:00:11Z,Maximize Profits on Tesla Stock (TSLA) WITHOUT Buying More Shares!,Waymo,0.7,-0.1
DdK02X_6890,Invest with Henry,2024-11-27T15:00:11Z,Maximize Profits on Tesla Stock (TSLA) WITHOUT Buying More Shares!,Nvidia,0.9,0.7
DdK02X_6890,Invest with Henry,2024-11-27T15:00:11Z,Maximize Profits on Tesla Stock (TSLA) WITHOUT Buying More Shares!,Palantir,0.8,0.7
DdK02X_6890,Invest with Henry,2024-11-27T15:00:11Z,Maximize Profits on Tesla Stock (TSLA) WITHOUT Buying More Shares!,Goldman Sachs,0.9,0.0
Z38SDPa7TKk,Invest with Henry,2024-11-26T19:00:17Z,Make Consistent Passive Income by Selling Covered Calls (Options for Beginners),Amazon,0.9,0.1
Z38SDPa7TKk,Invest with Henry,2024-11-26T19:00:17Z,Make Consistent Passive Income by Selling Covered Calls (Options for Beginners),Nvidia,1.0,0.8
Z38SDPa7TKk,Invest with Henry,2024-11-26T19:00:17Z,Make Consistent Passive Income by Selling Covered Calls (Options for Beginners),Palantir,0.9,0.1
